校区,开课学院,课程代码,课程名称,学号,考试时间,考试地点
仙林,理学院,B0600012S,高等数学B(上),B13110740,2014年02月21日(18:30-20:20),教3-310
仙林,理学院,B0600331S,物理学概论,B13110740,2014年02月15日(16:00-17:50),教2-101
仙林,教育科学与技术学院,B3500011S,大学生心理健康,B13110740,2014年02月16日(13:30-15:20),教2-101
仙林,计算机学院,B0300012S,高级语言程序设计,B13110803,2014年02月22日(16:00-17:50),教2-301
仙林,计算机学院,B0300012S,高级语言程序设计,B13110816,2014年02月22日(16:00-17:50),教2-301
仙林,计算机学院,B0300012S,高级语言程序设计,B13110823,2014年02月22日(16:00-17:50),教2-301
仙林,体育部,B1000011C,体育Ⅰ,B13110823,2014年02月23日10:00,仙林体育场（北田径场）
仙林,计算机学院,B0300012S,高级语言程序设计,B13110831,2014年02月22日(16:00-17:50),教2-301
仙林,理学院,B0600012S,高等数学B(上),B13110831,2014年02月21日(18:30-20:20),教3-310
仙林,计算机学院,B0300012S,高级语言程序设计,B13110832,2014年02月22日(16:00-17:50),教2-301
仙林,理学院,B0600012S,高等数学B(上),B13110832,2014年02月21日(18:30-20:20),教3-310
仙林,计算机学院,B0300012S,高级语言程序设计,B13110833,2014年02月22日(16:00-17:50),教2-301
仙林,理学院,B0600012S,高等数学B(上),B13110833,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13110835,2014年02月21日(18:30-20:20),教3-312
仙林,计算机学院,B0300012S,高级语言程序设计,B13110908,2014年02月22日(16:00-17:50),教2-301
仙林,计算机学院,B0300012S,高级语言程序设计,B13110910,2014年02月22日(16:00-17:50),教2-301
仙林,理学院,B0600012S,高等数学B(上),B13110910,2014年02月21日(18:30-20:20),教3-312
仙林,计算机学院,B0300012S,高级语言程序设计,B13110911,2014年02月22日(16:00-17:50),教2-301
仙林,计算机学院,B0300012S,高级语言程序设计,B13110913,2014年02月22日(16:00-17:50),教2-301
仙林,理学院,B0600012S,高等数学B(上),B13110913,2014年02月21日(18:30-20:20),教3-312
仙林,外国语学院,B0800022S,大学英语Ⅱ,B13110913,2014年02月19日(18:30-20:30),教3-302
仙林,计算机学院,B0300012S,高级语言程序设计,B13110921,2014年02月22日(16:00-17:50),教2-301
仙林,理学院,B0600012S,高等数学B(上),B13110921,2014年02月21日(18:30-20:20),教3-312
仙林,计算机学院,B0300012S,高级语言程序设计,B13110922,2014年02月22日(16:00-17:50),教2-301
仙林,计算机学院,B0300012S,高级语言程序设计,B13110923,2014年02月22日(16:00-17:50),教2-301
仙林,计算机学院,B0300012S,高级语言程序设计,B13110925,2014年02月22日(16:00-17:50),教2-301
仙林,计算机学院,B0300012S,高级语言程序设计,B13110927,2014年02月22日(16:00-17:50),教2-301
仙林,理学院,B0600012S,高等数学B(上),B13110927,2014年02月21日(18:30-20:20),教3-312
仙林,计算机学院,B0300012S,高级语言程序设计,B13110928,2014年02月22日(16:00-17:50),教2-301
仙林,计算机学院,B0300012S,高级语言程序设计,B13111006,2014年02月22日(16:00-17:50),教2-301
仙林,理学院,B0600012S,高等数学B(上),B13111027,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111028,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111032,2014年02月21日(18:30-20:20),教3-312
仙林,计算机学院,B0300012S,高级语言程序设计,B13111035,2014年02月22日(16:00-17:50),教2-301
仙林,理学院,B0600012S,高等数学B(上),B13111036,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111101,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111106,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111108,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111112,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111114,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111120,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111125,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111127,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111128,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111129,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111130,2014年02月21日(18:30-20:20),教3-312
仙林,外国语学院,B0800022S,大学英语Ⅱ,B13111130,2014年02月19日(18:30-20:30),教3-302
仙林,体育部,B1000011C,体育Ⅰ,B13111130,2014年02月23日10:00,仙林体育场（北田径场）
仙林,理学院,B0600012S,高等数学B(上),B13111131,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111132,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111136,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111202,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111203,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111204,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111209,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111227,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111228,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111230,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111231,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111232,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111234,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111235,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111301,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111303,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111312,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111315,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111316,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111318,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111319,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111328,2014年02月21日(18:30-20:20),教3-312
仙林,体育部,B1000011C,体育Ⅰ,B13111328,2014年02月23日10:00,仙林体育场（北田径场）
仙林,理学院,B0600012S,高等数学B(上),B13111330,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111331,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13111332,2014年02月21日(18:30-20:20),教3-312
仙林,体育部,B1000011C,体育Ⅰ,B13111334,2014年02月23日10:00,仙林体育场（北田径场）
仙林,理学院,B0600011S,高等数学A(上),B13111403,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111404,2014年02月22日(16:00-17:50),教2-301
仙林,理学院,B0600011S,高等数学A(上),B13111404,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111409,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111412,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111414,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111418,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111421,2014年02月22日(16:00-17:50),教2-301
仙林,理学院,B0600011S,高等数学A(上),B13111425,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111427,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111429,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111432,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111433,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111501,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111503,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111510,2014年02月22日(16:00-17:50),教2-301
仙林,计算机学院,B0300012S,高级语言程序设计,B13111512,2014年02月22日(16:00-17:50),教2-301
仙林,理学院,B0600011S,高等数学A(上),B13111512,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111515,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111516,2014年02月22日(16:00-17:50),教2-301
仙林,理学院,B0600011S,高等数学A(上),B13111516,2014年02月21日(18:30-20:20),教3-401
仙林,体育部,B1000011C,体育Ⅰ,B13111516,2014年02月23日10:00,仙林体育场（北田径场）
仙林,计算机学院,B0300012S,高级语言程序设计,B13111517,2014年02月22日(16:00-17:50),教2-301
仙林,计算机学院,B0300012S,高级语言程序设计,B13111519,2014年02月22日(16:00-17:50),教2-301
仙林,理学院,B0600011S,高等数学A(上),B13111519,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111520,2014年02月22日(16:00-17:50),教2-301
仙林,理学院,B0600011S,高等数学A(上),B13111520,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111521,2014年02月22日(16:00-17:50),教2-301
仙林,理学院,B0600011S,高等数学A(上),B13111521,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111522,2014年02月22日(16:00-17:50),教2-301
仙林,理学院,B0600011S,高等数学A(上),B13111522,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111524,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111524,2014年02月21日(18:30-20:20),教3-401
仙林,外国语学院,B0800012S,大学英语Ⅰ,B13111524,2014年02月19日(18:30-20:30),教3-301
仙林,计算机学院,B0300012S,高级语言程序设计,B13111525,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111525,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111526,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111526,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111528,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111528,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111530,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111530,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111531,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111532,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111533,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111533,2014年02月21日(18:30-20:20),教3-401
仙林,教育科学与技术学院,B3500011S,大学生心理健康,B13111533,2014年02月16日(13:30-15:20),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13111601,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111602,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111604,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111605,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111610,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111610,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111612,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111613,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111613,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111614,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111614,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111616,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111616,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111617,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111617,2014年02月21日(18:30-20:20),教3-401
仙林,教育科学与技术学院,B3500011S,大学生心理健康,B13111617,2014年02月16日(13:30-15:20),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13111622,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111623,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111624,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111625,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111625,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111626,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111626,2014年02月21日(18:30-20:20),教3-401
仙林,理学院,B0600011S,高等数学A(上),B13111627,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111628,2014年02月22日(16:00-17:50),教2-302
仙林,计算机学院,B0300012S,高级语言程序设计,B13111629,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111629,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111630,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111630,2014年02月21日(18:30-20:20),教3-401
仙林,计算机学院,B0300012S,高级语言程序设计,B13111631,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111631,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111633,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111633,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111703,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111705,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111706,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111706,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111709,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111710,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111713,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111713,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111714,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111714,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111717,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111719,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111719,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111721,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111722,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111724,2014年02月21日(18:30-20:20),教3-402
仙林,体育部,B1000011C,体育Ⅰ,B13111724,2014年02月23日10:00,仙林体育场（北田径场）
仙林,理学院,B0600011S,高等数学A(上),B13111725,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111726,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111727,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111728,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111729,2014年02月22日(16:00-17:50),教2-302
仙林,计算机学院,B0300012S,高级语言程序设计,B13111733,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111733,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111803,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111804,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111807,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111807,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111808,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111808,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111809,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111809,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111812,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111816,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111816,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111817,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111817,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111818,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111818,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111819,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111821,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111822,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111822,2014年02月21日(18:30-20:20),教3-402
仙林,教育科学与技术学院,B3500011S,大学生心理健康,B13111822,2014年02月16日(13:30-15:20),教2-101
仙林,计算机学院,B0300012S,高级语言程序设计,B13111823,2014年02月22日(16:00-17:50),教2-302
仙林,计算机学院,B0300012S,高级语言程序设计,B13111824,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111824,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111825,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111825,2014年02月21日(18:30-20:20),教3-402
仙林,体育部,B1000011C,体育Ⅰ,B13111825,2014年02月23日10:00,仙林体育场（北田径场）
仙林,教育科学与技术学院,B3500011S,大学生心理健康,B13111825,2014年02月16日(13:30-15:20),教2-101
仙林,计算机学院,B0300012S,高级语言程序设计,B13111826,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111826,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111828,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111828,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111829,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111829,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111901,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111901,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111902,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111904,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111904,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111912,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111912,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111913,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111913,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111916,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111917,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111918,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111920,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111921,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111922,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111923,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111925,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111925,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111926,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111927,2014年02月21日(18:30-20:20),教3-402
仙林,计算机学院,B0300012S,高级语言程序设计,B13111928,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600011S,高等数学A(上),B13111928,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600011S,高等数学A(上),B13111929,2014年02月21日(18:30-20:20),教3-402
仙林,理学院,B0600031S,线性代数与解析几何,B13112009,2014年02月22日(13:30-15:20),教2-401
仙林,理学院,B0600031S,线性代数与解析几何,B13112010,2014年02月22日(13:30-15:20),教2-401
仙林,理学院,B0600012S,高等数学B(上),B13112012,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600031S,线性代数与解析几何,B13112012,2014年02月22日(13:30-15:20),教2-401
仙林,理学院,B0600012S,高等数学B(上),B13112022,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600031S,线性代数与解析几何,B13112022,2014年02月22日(13:30-15:20),教2-401
仙林,理学院,B0600031S,线性代数与解析几何,B13112028,2014年02月22日(13:30-15:20),教2-401
仙林,理学院,B0600031S,线性代数与解析几何,B13112030,2014年02月22日(13:30-15:20),教2-401
仙林,理学院,B0600012S,高等数学B(上),B13112033,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600031S,线性代数与解析几何,B13112033,2014年02月22日(13:30-15:20),教2-401
仙林,理学院,B0600012S,高等数学B(上),B13120113,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13120114,2014年02月21日(18:30-20:20),教3-312
仙林,经济学院,B0101031S,政治经济学,B13120116,2014年02月18日(18:30-20:20),教2-402
仙林,经济学院,B0101031S,政治经济学,B13120118,2014年02月18日(18:30-20:20),教2-402
仙林,理学院,B0600012S,高等数学B(上),B13120128,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13120131,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13120207,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13120208,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13120210,2014年02月21日(18:30-20:20),教3-312
仙林,经济学院,B0101031S,政治经济学,B13120211,2014年02月18日(18:30-20:20),教2-402
仙林,理学院,B0600012S,高等数学B(上),B13120211,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13120215,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13120225,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13120229,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13120230,2014年02月21日(18:30-20:20),教3-312
仙林,计算机学院,B0300012S,高级语言程序设计,B13120302,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600012S,高等数学B(上),B13120302,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13120307,2014年02月21日(18:30-20:20),教3-312
仙林,计算机学院,B0300012S,高级语言程序设计,B13120309,2014年02月22日(16:00-17:50),教2-302
仙林,计算机学院,B0300012S,高级语言程序设计,B13120312,2014年02月22日(16:00-17:50),教2-302
仙林,计算机学院,B0300012S,高级语言程序设计,B13120313,2014年02月22日(16:00-17:50),教2-302
仙林,计算机学院,B0300012S,高级语言程序设计,B13120314,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600012S,高等数学B(上),B13120314,2014年02月21日(18:30-20:20),教3-312
仙林,计算机学院,B0300012S,高级语言程序设计,B13120315,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600012S,高等数学B(上),B13120315,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13120322,2014年02月21日(18:30-20:20),教3-312
仙林,理学院,B0600012S,高等数学B(上),B13120324,2014年02月21日(18:30-20:20),教3-312
仙林,计算机学院,B0300012S,高级语言程序设计,B13120325,2014年02月22日(16:00-17:50),教2-302
仙林,计算机学院,B0300012S,高级语言程序设计,B13120326,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600012S,高等数学B(上),B13120326,2014年02月21日(18:30-20:20),教3-312
仙林,计算机学院,B0300012S,高级语言程序设计,B13120329,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600012S,高等数学B(上),B13120329,2014年02月21日(18:30-20:20),教3-312
仙林,计算机学院,B0300012S,高级语言程序设计,B13120332,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600012S,高等数学B(上),B13120332,2014年02月21日(18:30-20:20),教3-312
仙林,计算机学院,B0300012S,高级语言程序设计,B13120333,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600012S,高等数学B(上),B13120333,2014年02月21日(18:30-20:20),教3-312
仙林,计算机学院,B0300012S,高级语言程序设计,B13120334,2014年02月22日(16:00-17:50),教2-302
仙林,理学院,B0600012S,高等数学B(上),B13120334,2014年02月21日(18:30-20:20),教3-312
